id,name,icon,quality,difficulty,requires_lead,repeatable,reward_id,zone_id,set_id,set_name,set_icon,set_quality,set_reward_id,set_count,category_id,category_order,category_name,category_icon,category_count
79,Antique Map of Rivenspire,/esoui/art/icons/housing_uni_inc_antmaprivenspire001,2,1,True,True,2139,20,0,,,-1,-1,-1,4,4,Rivenspire,/esoui/art/icons/icon_missing,10
84,Antique Map of Shadowfen,/esoui/art/icons/housing_uni_inc_antmapshadowfen001,2,1,True,True,2144,117,0,,,-1,-1,-1,11,4,Shadowfen,/esoui/art/icons/icon_missing,9
750,Antique Map of Solstice,/esoui/art/icons/u46_ant_antiquariansolsticemap001,2,1,True,True,7289,1502,0,,,-1,-1,-1,54,18,Solstice,/esoui/art/icons/icon_missing,59
98,Antique Map of Southern Elsweyr,/esoui/art/icons/housing_uni_inc_antmapsouthernelsweyr001,2,1,True,True,2158,1133,0,,,-1,-1,-1,36,9,Southern Elsweyr,/esoui/art/icons/icon_missing,8
82,Antique Map of Stonefalls,/esoui/art/icons/housing_uni_inc_antmapstonefalls001,2,1,True,True,2142,41,0,,,-1,-1,-1,9,2,Stonefalls,/esoui/art/icons/icon_missing,10
78,Antique Map of Stormhaven,/esoui/art/icons/housing_uni_inc_antmapstormhaven001,2,1,True,True,2138,19,0,,,-1,-1,-1,3,3,Stormhaven,/esoui/art/icons/icon_missing,10
95,Antique Map of Summerset,/esoui/art/icons/housing_uni_inc_antmapsummerset001,2,1,True,True,2155,1011,0,,,-1,-1,-1,33,5,Summerset,/esoui/art/icons/icon_missing,9
435,Antique Map of the Deadlands,/esoui/art/icons/housing_uni_inc_antiquarianmapdeadlands001,2,1,True,True,3550,1286,0,,,-1,-1,-1,48,13,The Deadlands,/esoui/art/icons/icon_missing,40
312,Antique Map of the Gold Coast,/esoui/art/icons/housing_uni_inc_antmapgoldcoast001,2,1,True,True,2412,823,0,,,-1,-1,-1,30,2,Gold Coast,/esoui/art/icons/icon_missing,15
355,Antique Map of the Reach,/esoui/art/icons/housing_uni_inc_antmapthereach001,2,1,True,True,2514,1207,0,,,-1,-1,-1,46,11,The Reach,/esoui/art/icons/icon_missing,30
86,Antique Map of the Rift,/esoui/art/icons/housing_uni_inc_antmaptherift001,2,1,True,True,2146,103,0,,,-1,-1,-1,12,6,The Rift,/esoui/art/icons/icon_missing,10
577,Antique Map of the Telvanni Peninsula,/esoui/art/icons/housing_uni_inc_antiquarianmaptelvannipeninsula001,2,1,True,True,4205,1414,0,,,-1,-1,-1,51,16,Telvanni Peninsula,/esoui/art/icons/icon_missing,67
94,Antique Map of Vvardenfell,/esoui/art/icons/housing_uni_inc_antmapvvardenfell001,2,1,True,True,2154,849,0,,,-1,-1,-1,31,2,Vvardenfell,/esoui/art/icons/icon_missing,8
687,Antique Map of West Weald,/esoui/art/icons/housing_col_inc_antiquarianmapwestweald001,2,1,True,True,6385,1443,0,,,-1,-1,-1,53,18,West Weald,/esoui/art/icons/icon_missing,42
359,Antique Map of Western Skyrim,/esoui/art/icons/housing_skr_inc_map001,2,1,True,True,2588,1160,0,,,-1,-1,-1,37,10,Western Skyrim,/esoui/art/icons/icon_missing,16
93,Antique Map of Wrothgar,/esoui/art/icons/housing_uni_inc_antmapwrothgar001,2,1,True,True,2153,684,0,,,-1,-1,-1,28,7,Wrothgar,/esoui/art/icons/icon_missing,13
752,Antique Xanmeer Carving Tools,/esoui/art/icons/u46_ant_xanmeercarvingtools001,3,2,True,True,7677,1502,0,,,-1,-1,-1,54,18,Solstice,/esoui/art/icons/icon_missing,59
731,Anu Crest,/esoui/art/icons/u46_ant_anuglyph001,5,4,True,True,0,1502,61,Monomyth Reforged,/esoui/art/icons/furnishing_leyawiiinstructshrine001,5,7219,5,54,18,Solstice,/esoui/art/icons/icon_missing,59
249,Anvil of Old Orsinium,/esoui/art/icons/housing_uni_inc_anvilofoldorsinium001,5,5,True,True,2300,684,0,,,-1,-1,-1,28,7,Wrothgar,/esoui/art/icons/icon_missing,13
603,"Apocrypha Fossil, Arch",/esoui/art/icons/housing_apc_inc_coralarch001,2,1,True,True,4284,1414,0,,,-1,-1,-1,51,16,Telvanni Peninsula,/esoui/art/icons/icon_missing,67
606,"Apocrypha Fossil, Bones Large",/esoui/art/icons/housing_apc_inc_bones001,3,2,True,True,4287,1414,0,,,-1,-1,-1,51,16,Telvanni Peninsula,/esoui/art/icons/icon_missing,67
605,"Apocrypha Fossil, Nautilus",/esoui/art/icons/housing_apc_inc_fossilnautilus001,3,2,True,True,4286,1414,0,,,-1,-1,-1,51,16,Telvanni Peninsula,/esoui/art/icons/icon_missing,67
665,"Apocrypha Fossil, Ribcage",/esoui/art/icons/housing_apc_inc_bonesribcage001,3,2,True,True,6030,1413,0,,,-1,-1,-1,52,17,Apocrypha,/esoui/art/icons/icon_missing,43
666,"Apocrypha Fossil, Slug",/esoui/art/icons/housing_apc_inc_fossilslug001,3,2,True,True,6031,1413,0,,,-1,-1,-1,52,17,Apocrypha,/esoui/art/icons/icon_missing,43
668,"Apocrypha Fossil, Tree",/esoui/art/icons/housing_apc_inc_fossiltree001,3,2,True,True,6033,1413,0,,,-1,-1,-1,52,17,Apocrypha,/esoui/art/icons/icon_missing,43
667,"Apocrypha Fossil, Wall Beast",/esoui/art/icons/housing_apc_inc_fossilwallbeast001,3,2,True,True,6032,1413,0,,,-1,-1,-1,52,17,Apocrypha,/esoui/art/icons/icon_missing,43
604,"Apocrypha Fossil, Worm",/esoui/art/icons/housing_apc_inc_fossilworm001,2,1,True,True,4285,1414,0,,,-1,-1,-1,51,16,Telvanni Peninsula,/esoui/art/icons/icon_missing,67
653,Apocrypha Stone Base,/esoui/art/icons/u40_ant_apocryphastonebase,5,4,True,True,0,1413,51,Vision of Mora,/esoui/art/icons/mount_arcane_codex,5,6021,3,52,17,Apocrypha,/esoui/art/icons/icon_missing,43
652,Apocrypha Tentacle Carving,/esoui/art/icons/u40_ant_apocryphatentaclecarving,5,4,True,True,0,1413,51,Vision of Mora,/esoui/art/icons/mount_arcane_codex,5,6021,3,52,17,Apocrypha,/esoui/art/icons/icon_missing,43
226,Apostle's Scourge,/esoui/art/icons/housing_uni_inc_apostlesscourge001,3,2,True,True,2274,980,0,,,-1,-1,-1,32,2,Clockwork City,/esoui/art/icons/icon_missing,5
228,Apraxic Decanter,/esoui/art/icons/housing_uni_inc_apraxicdecanter001,2,1,False,True,2276,1011,0,,,-1,-1,-1,33,5,Summerset,/esoui/art/icons/icon_missing,9
185,Aquiline Calian Sphere,/esoui/art/icons/housing_uni_inc_aquilinecaliansphere001,4,3,True,False,2233,381,0,,,-1,-1,-1,16,1,Auridon,/esoui/art/icons/icon_missing,14
644,Archival Fortune Pouch,/esoui/art/icons/u40_ant_archivalfortunepouch,3,2,True,False,5858,1413,0,,,-1,-1,-1,52,17,Apocrypha,/esoui/art/icons/icon_missing,43
645,"Archival Fortune Pouch, Grand",/esoui/art/icons/u40_ant_archivalfortunepouchgrand,4,3,True,False,5859,1413,0,,,-1,-1,-1,52,17,Apocrypha,/esoui/art/icons/icon_missing,43
646,"Archival Fortune Pouch, Lucky",/esoui/art/icons/u40_ant_archivalfortunepouchlucky,5,4,True,False,5860,1413,0,,,-1,-1,-1,52,17,Apocrypha,/esoui/art/icons/icon_missing,43
658,"Archival Light Diffuser, Large",/esoui/art/icons/housing_apc_inc_eyefloater003,5,4,True,True,6023,1413,0,,,-1,-1,-1,52,17,Apocrypha,/esoui/art/icons/icon_missing,43
661,"Archival Light Diffuser, Small",/esoui/art/icons/housing_apc_inc_eyefloater004,4,3,True,True,6026,1413,0,,,-1,-1,-1,52,17,Apocrypha,/esoui/art/icons/icon_missing,43
352,Arkthzand Insight Vertex Shroud,/esoui/art/icons/housing_uni_exc_arkthzandinsightvertex001,5,4,True,False,2511,1207,0,,,-1,-1,-1,46,11,The Reach,/esoui/art/icons/icon_missing,30
213,Armless Stone Effigy,/esoui/art/icons/housing_uni_inc_armlessstoneeffigy001,2,1,False,True,2261,684,0,,,-1,-1,-1,28,7,Wrothgar,/esoui/art/icons/icon_missing,13
611,Arms of Glory,/esoui/art/icons/u38_ant_climbingvines,5,4,True,True,0,1414,46,Apocryphal Well,/esoui/art/icons/memento_u38_hermaeusmoraseye,5,4290,3,51,16,Telvanni Peninsula,/esoui/art/icons/icon_missing,67
282,Ashen Infernace Gate,/esoui/art/icons/housing_dun_inc_ashlanderfencesticks002,4,3,True,True,2333,41,0,,,-1,-1,-1,9,2,Stonefalls,/esoui/art/icons/icon_missing,10
473,Asp-Leather Strap,/esoui/art/icons/gear_breton_medium_waist_a,5,4,True,True,0,1318,30,Lefthander's Aegis Belt,/esoui/art/icons/mythic_belt_lefthanders_aegis_belt,6,3738,5,49,14,High Isle,/esoui/art/icons/icon_missing,56
171,Augur's Bones,/esoui/art/icons/housing_uni_inc_augursbones001,2,1,False,True,2219,103,0,,,-1,-1,-1,12,6,The Rift,/esoui/art/icons/icon_missing,10
440,Aureal Armor Glaze,/esoui/art/icons/crafting_runecrafter_plug_base,5,4,True,True,0,1286,23,Spaulder of Ruin,/esoui/art/icons/mythic_shoulders_spaulder_of_ruin,6,3546,5,48,13,The Deadlands,/esoui/art/icons/icon_missing,40
118,Auri-El Metal Carvings,/esoui/art/icons/antiquities_armor_snowboots_1,5,4,True,True,0,280,9,Snow Treaders,/esoui/art/icons/mythic_heavy_feet_snowtreaders,6,2183,5,14,0,Bleakrock Isle,/esoui/art/icons/icon_missing,8
337,Aurmine Ancestral Signet,/esoui/art/icons/antiquities_ring_pale_order_2,5,4,True,True,0,92,15,Ring of the Pale Order,/esoui/art/icons/mythic_ring_pale_order,6,2545,5,6,6,Bangkorai,/esoui/art/icons/icon_missing,12
696,"Ayleid Arch, Wide",/esoui/art/icons/u42_ant_ayleidarchwide001,4,3,True,True,6394,1443,0,,,-1,-1,-1,53,18,West Weald,/esoui/art/icons/icon_missing,42
698,"Ayleid Lens Array, Reassembled",/esoui/art/icons/u42_ant_ayleidlensarray001,4,3,True,True,6396,1443,0,,,-1,-1,-1,53,18,West Weald,/esoui/art/icons/icon_missing,42
291,Ayleid Lightwell,/esoui/art/icons/housing_uni_inc_antiquityayleidlightwell001,4,3,True,True,2342,535,0,,,-1,-1,-1,8,1,Betnikh,/esoui/art/icons/icon_missing,9
694,"Ayleid Sculpture, Complex Tree",/esoui/art/icons/u42_ant_ayleidtreetall001,3,2,True,True,6392,1443,0,,,-1,-1,-1,53,18,West Weald,/esoui/art/icons/icon_missing,42
695,"Ayleid Sculpture, Grand Tree",/esoui/art/icons/u42_ant_ayleidtreetallwide001,4,3,True,True,6393,1443,0,,,-1,-1,-1,53,18,West Weald,/esoui/art/icons/icon_missing,42
693,"Ayleid Sculpture, Simple Tree",/esoui/art/icons/u42_ant_ayleidtreesmall001,3,2,True,True,6391,1443,0,,,-1,-1,-1,53,18,West Weald,/esoui/art/icons/icon_missing,42
187,Ayleid Statuette,/esoui/art/icons/housing_uni_inc_ayleidstatuette001,3,2,True,True,2235,383,0,,,-1,-1,-1,17,2,Grahtwood,/esoui/art/icons/icon_missing,11
160,Ayleid Tendrilled Eye,/esoui/art/icons/housing_uni_inc_tendrilledeye001,3,2,True,True,2208,535,0,,,-1,-1,-1,8,1,Betnikh,/esoui/art/icons/icon_missing,9
697,"Ayleid Window, Large",/esoui/art/icons/u42_ant_ayleidwindowlarge001,4,3,True,True,6395,1443,0,,,-1,-1,-1,53,18,West Weald,/esoui/art/icons/icon_missing,42
